,Russian,English
1265,Чёрные буузы лотос с острой хакасской бараниной в пряном соус из трав и ткемали,"Black lotus-shaped buuz with spicy Khakass lamb, spicy herb-tkemali sauce and cold kuksu broth"
1267,Пельмени из северных рыб в копчёном рыбном бульоне с икрой лосося,Northern fish dumplings in smoked fish broth with salmon caviar
1268,Тувинские чебуреки хуужуры с оленем и бараньим салом с соусом на курут,Tuvan venison and mutton fat khuushuur with kashk dipping sauce
1269,"Пельмени с камчатским крабом
и тигровыми креветками в трюфельном голландезе на апельсине",Dumplings with king crab and tiger prawns in truffle orange hollandaise
1270,"Камчатская нерка в хрустящем кляре с вуалью из креветок и острым соусом из шампанского, водорослями и цветной капустой","Kamchatka sockeye salmon in crispy batter with a veil of shrimp and spicy champagne sauce, seaweed and cauliflower"
1271,"Домашняя лапша с магаданскими креветками и белыми грибами в креветочном биске
с вяленым желтком","Homemade noodles, Magadan shrimps and porcini mushrooms in shrimp bisque with dried yolk"
1273,Енисейский сиг в релише из белых грибов и мидий с трюфельной перловкой,Yenisei whitefish served with mushroom relish and mussels with truffle pearl barley
1274,"Таймырский палтус в сырном биске из раков
с картофельным кремом и молодыми листьями","Taimyr halibut garnished with crayfish cheese bisque, potato purée and baby leaves"
1275,Жареный сахалинский гребешок с фуагра и тёртой юколой оленя,Fried Sakhalin scallop with foie gras and finely grated deer yukola
1276,"Корейка косули малой прожарки с грибным демигласом, брокколи и картофельными пельменями","Rare roe deer venison loin, with mushroom demi-glace, broccoli and potato dumplings"
1277,Стейк Портерхаус Black Angus на компанию,Black Angus porterhouse steak for a company
